"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1996","1996",1388.875,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1997","1997",1720.79,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1998","1998",1628.281,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1999","1999",1877.2,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2000","2000",2420.496,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2001","2001",2047.468,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2002","2002",5451.392,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2003","2003",-577.919,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2004","2004",504.171,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2005","2005",863.007,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2006","2006",826.703,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2007","2007",959.406,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2008","2008",1671.304,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2009","2009",-941.117,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2010","2010",23.271,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2011","2011",-20.438,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2012","2012",29.171,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2013","2013",5.076,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2014","2014",-29.226,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2015","2015",-1.057,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2016","2016",8.66,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2017","2017",-17.06,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","2018","2018",-10.576,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2002","2002",1445.01,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2003","2003",2554.852,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2004","2004",2903.651,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2005","2005",3222.861,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2006","2006",3802.578,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2007","2007",4323.81,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2008","2008",4933.478,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2009","2009",5227.372,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2010","2010",5377.102,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2011","2011",5973.478,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2012","2012",6894.048,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2013","2013",6954.673,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2014","2014",7668.499,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2015","2015",8413.994,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2016","2016",8736.62,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2017","2017",9169.121,,
"2220","2220 On an income tax basis of employers SSC","NES","Total","2018","2018",9528.371,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2003","2003",2030.4,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2004","2004",2155.92,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2005","2005",2644.16,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2006","2006",2892.48,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2007","2007",3190.4,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2008","2008",3303.2,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2009","2009",3320.8,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2010","2010",4046.33,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2011","2011",4762.405,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2012","2012",5224.347,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2013","2013",5741.847,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2014","2014",5879.262,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2015","2015",6233.68,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2016","2016",6565.28,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2017","2017",8120.436,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","STATE","State/Regional","2018","2018",8859.888,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1990","1990",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1991","1991",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1992","1992",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1993","1993",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1994","1994",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1995","1995",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1996","1996",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1997","1997",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1998","1998",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","1999","1999",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2000","2000",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2001","2001",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2002","2002",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2003","2003",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2004","2004",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2005","2005",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2006","2006",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2007","2007",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2008","2008",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2009","2009",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2010","2010",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2011","2011",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2012","2012",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2013","2013",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2014","2014",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2015","2015",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2016","2016",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2017","2017",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","LOCAL","Local government","2018","2018",0,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2002","2002",0,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2003","2003",18.978,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2004","2004",338.196,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2005","2005",648.382,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2006","2006",200.425,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2007","2007",351.33,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2008","2008",593.234,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2009","2009",496.366,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2010","2010",508.499,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2011","2011",481.846,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2012","2012",490.898,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2013","2013",524.962,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2014","2014",483.664,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2015","2015",448.9,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2016","2016",534.7,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2017","2017",498.148,,
"4120","4120 Other than households recurrent taxes on immovable property","LOCAL","Local government","2018","2018",543.164,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","1994","1994",836.545,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","1995","1995",1663.83,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","1996","1996",2065.757,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","1997","1997",1221.753,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","1998","1998",1768.349,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","1999","1999",1819.9,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2000","2000",1378.028,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2001","2001",1388.297,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2002","2002",2747.403,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2003","2003",2884.118,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2004","2004",2815.612,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2005","2005",4936.551,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2006","2006",5833.565,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2007","2007",6538.868,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2008","2008",6546.957,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2009","2009",2797.52,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2010","2010",3721.252,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2011","2011",4553.787,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2012","2012",5097.221,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2013","2013",4524.003,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2014","2014",6613.055,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2015","2015",6340.69,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2016","2016",5240.352,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2017","2017",4891.248,,
"NTR_BB","Non-tax revenue: Interest and dividends","NES","Total","2018","2018",7796.429,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2002","2002",1473.832,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2003","2003",2581.766,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2004","2004",2929.68,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2005","2005",3253.642,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2006","2006",3866.771,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2007","2007",4473.387,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2008","2008",5070.866,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2009","2009",5366.429,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2010","2010",5597.531,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2011","2011",6292.023,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2012","2012",7193.478,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2013","2013",7233.385,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2014","2014",7930.789,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2015","2015",8725.344,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2016","2016",9050.745,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2017","2017",9483.076,,
"2100","2100 Employees SSC","SOCSEC","Social Security Funds","2018","2018",9634.953,,
"NTR_B","Non-tax revenue: Property income","STATE","State/Regional","1990","1990",0,,
"NTR_B","Non-tax revenue: Property income","STATE","State/Regional","1991","1991",0,,
